,ret,VaR_GJR_1%,VaR_GJR_5%,VaR_GARCH_1%,VaR_GARCH_5%
2024-02-22,1.4632940280449829,-1.6736954461042064,-1.183393101116371,-1.6682153749336754,-1.179518394740173
2024-02-23,0.2810071953807722,-1.699800344350979,-1.2018506744834268,-2.0441761800552434,-1.4453429950918186
2024-02-26,0.0223886567466426,-1.6659642448404426,-1.1779267241478633,-1.9634815815334536,-1.38828755444381
2024-02-27,0.7619295273403105,-1.6352342672369786,-1.1561989698075819,-1.8795393895020072,-1.3289358897345458
2024-02-28,0.2544562298983276,-1.6260836916712944,-1.149729018526493,-1.916967688463824,-1.3553997191492893
2024-02-29,0.4363387697094966,-1.603098422199857,-1.1334771912402841,-1.8520872396208943,-1.3095257366772857
2024-03-01,0.3212407367573934,-1.5895309442115781,-1.1238842513250507,-1.8196696671113826,-1.2866047615667953
2024-03-04,-0.1066275385050985,-1.5738931590442686,-1.1128274923867332,-1.7761059338725713,-1.2558028486538568
2024-03-05,-0.1003515365818269,-1.5612217742595922,-1.1038681387775202,-1.7196689563852117,-1.2158988565853721
2024-03-06,0.1034052855964254,-1.5499185451138906,-1.0958761451191184,-1.6712911905156431,-1.1816931625263194
2024-03-07,0.7094530922551384,-1.5367719111387597,-1.0865807646571084,-1.629551047201283,-1.1521806262086773
2024-03-08,-0.1589565251828572,-1.5412301436545741,-1.089732975900001,-1.7009409922898937,-1.2026571741992838
2024-03-11,-0.3837954031859242,-1.538676383354114,-1.0879273294017064,-1.6570963407197499,-1.171656636849594
2024-03-12,1.2256182194385463,-1.586638277180728,-1.121838979459071,-1.6460224744591643,-1.1638268151422064
2024-03-13,-0.0207563589655537,-1.6139047106963527,-1.1411178210126793,-1.9120413208803937,-1.3519165111227847
2024-03-14,-0.1077434895516357,-1.5897923560230471,-1.1240690835984268,-1.8336946005130472,-1.2965211471731364
2024-03-15,-0.0300382873379964,-1.5737361229571845,-1.1127164593893535,-1.7684590351338685,-1.2503960781249772
2024-03-18,-0.0221398232560864,-1.555313607187095,-1.0996907454709242,-1.7098975455912508,-1.2089899412575191
2024-03-19,0.3051800118650186,-1.5389410209272631,-1.0881144424628608,-1.6590218395772205,-1.173018068566124
2024-03-20,0.1535478784097713,-1.5275017119211565,-1.0800262329914931,-1.6352626512562816,-1.156219038842664
2024-03-21,0.9068825687253148,-1.5164777910008471,-1.0722317253379579,-1.5997508658992445,-1.1311102880853736
2024-03-22,0.146705064961775,-1.5330959397947275,-1.08398165432401,-1.7431953984114401,-1.232533322104447
2024-03-25,0.3036759629654587,-1.5195251988404541,-1.0743864073155382,-1.6910735112919413,-1.1956803320470546
2024-03-26,0.6715093919433112,-1.5102329548591014,-1.0678162888109926,-1.6614919365605587,-1.1747645605793362
2024-03-27,0.5031839853687976,-1.514925095949684,-1.0711338860530624,-1.7128087761911686,-1.2110483385697186
2024-03-28,0.0833138568696976,-1.5121217425697329,-1.0691517637634025,-1.7137130684473927,-1.211687722048893
2024-04-02,-1.1385892638780295,-1.5008818704449025,-1.0612045669415942,-1.6618780319283557,-1.175037550863015
2024-04-03,0.4615990643743557,-1.974947834809003,-1.396394814969327,-1.8837579649831901,-1.331918650506579
2024-04-04,0.1925991141967733,-1.8989918055765274,-1.3426897988081556,-1.8490206655275148,-1.3073575031228393
2024-04-05,-1.2471632880227137,-1.829622237715093,-1.2936417666672269,-1.7847650170323677,-1.2619252882513046
2024-04-08,0.7888000679608055,-2.2603593232641415,-1.5981961565475347,-2.0195004353248485,-1.4278959104702837
2024-04-09,-1.3313940610920385,-2.154587901207964,-1.5234100468954472,-2.0364101993994828,-1.439852027214227
2024-04-10,0.1139566313916028,-2.541793131938475,-1.797185063628169,-2.2419509470933776,-1.5851804400897145
2024-04-11,-0.7923106969112904,-2.386188870765696,-1.687164444521632,-2.1205963537210977,-1.4993761864426043
2024-04-12,-0.1346540004377691,-2.421878739183643,-1.7123991096238518,-2.120957024996863,-1.4996312005196906
2024-04-15,0.5354187626759636,-2.288658391595727,-1.6182051267037059,-2.0176166026536175,-1.4265639389984242
2024-04-16,-1.4547848971801618,-2.174571413617532,-1.5375394697702012,-1.9760194523648662,-1.3971525064750279
2024-04-17,0.0213250554819905,-2.6333017127453036,-1.861886573972727,-2.2490052827668308,-1.5901682365184824
2024-04-18,0.3784657240037666,-2.4713809233920414,-1.7473998281947036,-2.1267473532668277,-1.5037252754267023
2024-04-19,-0.5624284183328198,-2.331809457412019,-1.6487152614547325,-2.04477404267174,-1.4457657162609685
2024-04-22,0.693529668303137,-2.2940192606837475,-1.6219955507677244,-2.004499260442768,-1.4172892693962367
2024-04-23,1.5381498851941169,-2.183458624658577,-1.5438232081042085,-1.999393670959712,-1.4136793418043059
2024-04-24,-0.2702519144003532,-2.127404333875741,-1.5041897962103163,-2.3042905994228335,-1.6292579421611866
2024-04-25,-0.9521819658271264,-2.0511322534020047,-1.450261314747033,-2.187007117755071,-1.5463321844293363
2024-04-26,1.3511404392249289,-2.236257787799439,-1.5811550688982678,-2.222652219008949,-1.5715351967280307
2024-04-29,-0.2353377128828865,-2.159135518958261,-1.52662545832812,-2.391921938599863,-1.691218033207063
2024-04-30,-1.032729618214251,-2.0722137433920236,-1.4651670670889612,-2.2597419946601436,-1.5977596718735794
2024-05-02,-0.1991139148488078,-2.2942288178047088,-1.6221437189734829,-2.304456815771825,-1.6293754660996944
2024-05-03,0.5855458133382536,-2.184372332162536,-1.544469248672186,-2.182052918078519,-1.542829297609377
2024-05-06,0.9598008131742796,-2.0849769832360465,-1.4741913671875646,-2.1256464095393603,-1.5029468487333428
2024-05-07,1.392389776909481,-2.0110221885760997,-1.421901331985061,-2.172117288797162,-1.5358042709390967
2024-05-08,0.3700680103170389,-1.9694739911258723,-1.3925245117631586,-2.3648041101811157,-1.6720442634852775
2024-05-09,1.012346141279731,-1.8941338862294836,-1.3392549873826645,-2.250661385523941,-1.5913391906380419
2024-05-10,0.4604987751622837,-1.8502595110243476,-1.3082334338172277,-2.290310349446057,-1.6193731501502449
2024-05-13,-0.1632885813641824,-1.7934835863852645,-1.2680897878009916,-2.198424198692103,-1.5544046774550055
2024-05-14,-0.1377561219501679,-1.7490749064635616,-1.2366904519353454,-2.08776157409316,-1.4761602233599407
2024-05-15,0.8138200143103556,-1.7084880269067737,-1.2079933353989158,-1.9901784900326807,-1.407163711042466
2024-05-16,-0.6942605969100953,-1.6848701204804708,-1.1912941996076611,-2.018696882001156,-1.4273277548587893
2024-05-17,-0.1836948053896265,-1.8225065342103577,-1.28861057986637,-2.0102326375976274,-1.4213430767881083
2024-05-20,0.3444636056986854,-1.7767948359024153,-1.2562899396066105,-1.925405839421111,-1.3613659477437898
2024-05-21,-0.2250986987468292,-1.7277709767068732,-1.2216274226611634,-1.8654055577183133,-1.3189425070889187
2024-05-22,-0.248940690098104,-1.7029899229525864,-1.2041058788704593,-1.802758557684614,-1.274647693586211
2024-05-23,0.059516413663495,-1.684626893164104,-1.1911222247547322,-1.7488820381524373,-1.236554083619748
2024-05-24,0.0109607871940305,-1.6454229443194763,-1.1634029149440734,-1.690799532756616,-1.1954866144210001
2024-05-27,0.4341931825481289,-1.613572087895501,-1.1408826387226647,-1.6398692321448596,-1.1594761403995613
2024-05-28,-0.5171446800186583,-1.5897970070077383,-1.1240723720958712,-1.6372507938922387,-1.157624763094889
2024-05-29,-1.1013500301549617,-1.6697997639328483,-1.1806386433585645,-1.651788523838588,-1.1679037235619487
2024-05-30,0.1271298539624551,-2.051693597731251,-1.4506582155142107,-1.8558903556397206,-1.3122147451644033
2024-05-31,0.0062192137719634,-1.959918721237659,-1.3857684197325943,-1.785060925911329,-1.2621345118150877
2024-06-03,0.5940857619672008,-1.880434463805446,-1.3295687556231048,-1.7213102337295043,-1.217059328337133
2024-06-04,-1.0943029245612654,-1.8207567716547457,-1.287373403209337,-1.738727707669601,-1.2293744233847783
2024-06-05,0.9209992193333072,-2.1483343330044,-1.51898843632903,-1.9169072953959858,-1.3553570179876167
2024-06-06,0.4122129657173716,-2.062746145768634,-1.4584729640860856,-1.991974556551059,-1.4084336271027278
2024-06-07,-0.5127694431069029,-1.977602794390368,-1.3982720148264713,-1.932596772514116,-1.3664503259278011
2024-06-10,-0.3367089255844471,-1.9823087907897743,-1.401599408520407,-1.898002375700118,-1.3419902184319847
2024-06-11,-0.6778908249741008,-1.9373650237487985,-1.3698217371535695,-1.8397788505925041,-1.3008230406784662
2024-06-12,1.410370884898602,-2.0119006366239667,-1.4225224422127043,-1.857138406816766,-1.3130971847720354
2024-06-13,-1.9795439985809713,-1.968193310148926,-1.391619001124185,-2.1431215465346214,-1.5153027146762126
2024-06-14,-1.4539924336691077,-2.9357703402792508,-2.075748234384704,-2.638233784411382,-1.865373815093825
2024-06-17,0.3670144586792632,-3.1994662306763026,-2.2621954749594275,-2.7602243357288585,-1.9516277253655603
2024-06-18,0.3522624952010773,-2.966820381304376,-2.097702290855397,-2.590227901737224,-1.8314310625447667
2024-06-19,-0.3539272076323118,-2.7642490297059754,-1.9544734014398488,-2.4417056225090548,-1.7264177872742836
2024-06-20,1.0256632533436991,-2.615318536142417,-1.8491714965806314,-2.31249193203448,-1.6350567273913035
2024-06-21,-0.4978916597184417,-2.472482704559272,-1.7481788470032185,-2.3454020136120906,-1.6583259330205433
2024-06-24,0.8882741103415963,-2.394789122866392,-1.6932452873819712,-2.250435197363831,-1.5911792633891202
2024-06-25,-0.8106782473733726,-2.276158126090406,-1.6093667636696471,-2.25404968819911,-1.5937349036810704
2024-06-26,-0.1231882624435676,-2.340573661964784,-1.6549120275561493,-2.2360763566442685,-1.5810267872698174
2024-06-27,0.3041902182248652,-2.2173634603384023,-1.5677957586249025,-2.1151588812697204,-1.495531599662227
2024-06-28,0.1366319561731131,-2.106678482113118,-1.4895354993083685,-2.0227289749442354,-1.4301786624017396
2024-07-01,0.3023096655678078,-2.0112973139584898,-1.4220958604939484,-1.9309928274273689,-1.3653162500989853
2024-07-02,-0.6945609011884646,-1.9264377018548056,-1.362095530230363,-1.8633260958236306,-1.3174722151872889
2024-07-03,1.1520481699241631,-2.009023187136616,-1.4204879299721003,-1.8808095659142765,-1.329833973078788
2024-07-04,0.4124983539930859,-1.9528343151169631,-1.380759361873082,-2.0503882705662293,-1.4497352786887676
2024-07-05,0.1352369677175872,-1.8761578376326933,-1.3265449498759663,-1.9796410791697576,-1.3997131922830122
2024-07-08,-0.0183960349662873,-1.8049590382678966,-1.276203552238667,-1.88942426469018,-1.3359250305189747
2024-07-09,-1.2850769881641582,-1.7489862379041003,-1.2366277584735232,-1.8104580562795374,-1.2800916550551247
2024-07-10,0.933496589228261,-2.239680772780498,-1.583575304205258,-2.0558299620107876,-1.4535828485252533
2024-07-11,0.6894109801932471,-2.141648065480587,-1.5142608839667915,-2.1091934155378174,-1.491313693107894
2024-07-12,1.1459537415983594,-2.048486016845723,-1.4483902825398804,-2.0838867238438983,-1.4734204948964922
2024-07-15,-0.8424954962485622,-1.9846845015042616,-1.4032791643423617,-2.205729954516807,-1.5595702415135801
2024-07-16,-0.392689530755699,-2.1304085612169863,-1.5063139472427458,-2.204643894506466,-1.5588023384123155
2024-07-17,-0.4368985143234455,-2.0757483618193566,-1.467666233273419,-2.1105074356445592,-1.492242776312766
2024-07-18,-0.4486900319050667,-2.0417268642406494,-1.443611196487603,-2.0358161837016855,-1.4394320260244258
2024-07-19,-1.001085002510522,-2.0164022012391243,-1.4257052915908313,-1.973516435296987,-1.3953827381835509
2024-07-22,1.2856768308834885,-2.239969427928606,-1.5837793989894482,-2.0661103030595376,-1.460851605037994
2024-07-23,0.8149908245219187,-2.1568200656325573,-1.5249883077354167,-2.248113316172879,-1.5895375679484234
2024-07-24,-0.9215793646682898,-2.063922718844032,-1.4593048648142777,-2.2325101928997553,-1.5785053168418899
2024-07-25,-0.4837811049421177,-2.2322052402604844,-1.5782896988509822,-2.249436311377343,-1.590472997032261
2024-07-26,0.6472906328498461,-2.1863276246983947,-1.5458517461289278,-2.161918428709517,-1.5285931258678334
2024-07-29,-0.5274130433874562,-2.0848041366613903,-1.474069155321316,-2.1189120522253657,-1.4981852942914138
2024-07-30,0.4928145452450372,-2.0768704884424793,-1.4684596374184047,-2.058051258984084,-1.4551534254900458
2024-07-31,0.52801396634034,-1.986229955357467,-1.4043718837090982,-1.9996847378247744,-1.4138851418026748
2024-08-01,-2.326313285080173,-1.9093426122682977,-1.3500083783373895,-1.9569841104020502,-1.3836934913306533
2024-08-02,-2.360376335616341,-3.2225153784753657,-2.2784924676742686,-2.724702029963861,-1.9265115361114806
2024-08-05,-1.841301571168847,-4.060350009486817,-2.870886815477017,-3.260605602992922,-2.3054243142171806
2024-08-06,0.0883185198640146,-4.298320938673338,-3.0391451186952523,-3.409983600911757,-2.4110426288318214
2024-08-07,1.4917864641052032,-3.936316086790579,-2.7831881312481834,-3.1424925065812204,-2.221911974041764
2024-08-08,0.3697354079403876,-3.649936857108847,-2.5807025443409453,-3.179501798727452,-2.248079543001215
2024-08-09,0.2399805195305926,-3.369771973837491,-2.3826108360733986,-2.9582322585432044,-2.0916300240933845
2024-08-12,0.0202533677150119,-3.1218525836197304,-2.2073184334444864,-2.7539163398462607,-1.947167631489633
2024-08-13,0.4816196058523744,-2.9008572740630747,-2.051062810405562,-2.5663665333064554,-1.8145597859634184
2024-08-14,0.4120659561104712,-2.7077145603481974,-1.9145004773520196,-2.435761395024675,-1.7222148973083375
2024-08-15,1.6504405608105874,-2.534577401076959,-1.7920831520821305,-2.3124311130225457,-1.6350137250641432
2024-08-16,0.7624072770183437,-2.4322989975152565,-1.719766795214551,-2.5948444366572363,-1.8346952021396505
2024-08-19,0.5404368679973559,-2.301725112779037,-1.627444004504642,-2.512434266648211,-1.776426759767109
2024-08-20,-0.3489470750472152,-2.1812592557266237,-1.5422681354492984,-2.3989269565527693,-1.6961709593430343
2024-08-21,0.4968141669871004,-2.1065212049817035,-1.489424295879625,-2.2738419728794255,-1.6077291182202418
2024-08-22,0.2405988785574235,-2.0088649260356437,-1.420376030823721,-2.185599961665354,-1.5453372490528665
2024-08-23,0.752614335218902,-1.9185792302140563,-1.356539166229596,-2.076462086837895,-1.4681708754202314
2024-08-26,-0.0863357191590031,-1.8556005902167858,-1.3120098653559285,-2.073148774538366,-1.4658281846241055
2024-08-27,0.3474161557193789,-1.7864011994981204,-1.2630821576486886,-1.969238680094256,-1.3923581341512226
2024-08-28,0.5364002209628965,-1.7314625384182678,-1.2242375562262504,-1.900797043563284,-1.343966199592046
2024-08-29,0.6912442222435738,-1.6899606598610055,-1.1948934859640339,-1.8751173041427498,-1.3258092364841747
2024-08-30,-0.0298808399162741,-1.661155937502343,-1.1745269910929643,-1.8910836305558127,-1.337098291832548
2024-09-02,0.1264857362725436,-1.6228394967323083,-1.147435197438308,-1.809475305407587,-1.2793967970959368
2024-09-03,-0.9753271985521456,-1.5922333918963312,-1.125795027836816,-1.7428176642950448,-1.2322662436772223
2024-09-04,-0.8316282224677957,-1.9393953391996264,-1.3712572798642773,-1.880208566143901,-1.3294090337723625
2024-09-05,-0.0825950595543589,-2.1000286863582316,-1.4848337344571334,-1.9382224748139951,-1.370428001380111
2024-09-06,-1.4892440106686575,-1.9999108640726715,-1.4140450252763173,-1.851930472755111,-1.3094148940339103
2024-09-09,0.7710386776698133,-2.592170766827212,-1.8328047731258903,-2.1908122327418433,-1.5490226062947852
2024-09-10,-0.9678263453723406,-2.432826940919778,-1.7201400797234772,-2.172649666381351,-1.5361806906526025
2024-09-11,0.3516741860656538,-2.5505827684424536,-1.8033998114930452,-2.215834355363011,-1.5667145987980222
2024-09-12,1.0210560022440305,-2.388305478735251,-1.688661000704998,-2.1125012740343556,-1.4936525277706663
2024-09-13,0.9727132529983926,-2.2665589640737447,-1.6025796375330155,-2.185103424140056,-1.5449861701972418
2024-09-16,-0.3551386484055441,-2.160306580966731,-1.5274534624342606,-2.2279537852476707,-1.5752836904737826
2024-09-17,0.4977136624617267,-2.0901520361037593,-1.4778504091451792,-2.1232149436972976,-1.501227671024044
2024-09-18,-0.0779422615667917,-1.9946581657687001,-1.4103310838005045,-2.055599474183135,-1.453419881179091
2024-09-19,1.5426493505265697,-1.9074865648459127,-1.3486960525375509,-1.951881604057821,-1.3800857436844383
2024-09-20,-1.4971286986846029,-1.8882303936044478,-1.3350808991629588,-2.289138640633716,-1.6185446887188248
2024-09-23,0.6749565155008249,-2.531039799520861,-1.7895818766644738,-2.5137475489600036,-1.7773553213110933
2024-09-24,0.7919082379714939,-2.3769141007374945,-1.6806066810459874,-2.421296822152024,-1.7119876628446642
2024-09-25,-0.4121360955154496,-2.248673153597266,-1.589933403252456,-2.369964830614963,-1.6756931716378454
2024-09-26,1.6765890735206166,-2.1793128454226105,-1.5408919182103304,-2.2538121541164986,-1.5935669542519815
2024-09-27,1.2155116782273692,-2.1254755449522413,-1.502826038239359,-2.570211877827817,-1.817278652283206
2024-09-30,-0.7665330769227457,-2.052665535697207,-1.4513454281646982,-2.6194331435973806,-1.852080746341297
2024-10-01,-0.5801503559355401,-2.1519474743721925,-1.521543122474563,-2.530606713358565,-1.7892756613504255
2024-10-02,-0.2521798350915954,-2.1515727332304224,-1.5212781602420928,-2.4175502074170705,-1.7093386038177036
2024-10-03,-0.7822942845277677,-2.0629638245362067,-1.4586268747347673,-2.2770547644787555,-1.6100007354507373
2024-10-04,0.5533818974793203,-2.1673652600852087,-1.5324443299133135,-2.246914368178409,-1.588689846943652
2024-10-07,-0.0880579009204647,-2.062145647647252,-1.4580483794726,-2.1700033348856875,-1.5343095913181781
2024-10-08,-0.197161939847637,-1.9680617768421036,-1.3915259999702276,-2.051475239242624,-1.4505038242660224
2024-10-09,0.983578375458644,-1.8975337869643993,-1.3416589008805144,-1.953869897648718,-1.381491574669961
2024-10-10,-0.2289268996117369,-1.8474554540816892,-1.3062508140707243,-2.0477097799407975,-1.4478414411122127
2024-10-11,0.8445343736598849,-1.8007205608021937,-1.2732067196883812,-1.953507492113423,-1.3812353343776946
2024-10-14,0.6916265025179444,-1.7596970362987268,-1.2442008715850827,-1.9994871312608686,-1.4137454232863786
2024-10-15,-0.1133473895911056,-1.7190690169745413,-1.2154746670105436,-1.9930226626825023,-1.4091746947611687
2024-10-16,-0.2743078687566939,-1.6765532422278582,-1.1854137173670745,-1.8988922954816083,-1.3426194397950553
2024-10-17,0.7718887090328688,-1.6665791366340592,-1.1783614858652312,-1.8299866608547481,-1.293899433514776
2024-10-18,0.3770498008232001,-1.6442864702017583,-1.1625993663452914,-1.8780867585306456,-1.3279088011599913
2024-10-21,-1.0030090025481522,-1.6115109882160081,-1.1394253298991852,-1.8254815793142098,-1.290714097480404
2024-10-22,-0.2020379580377815,-1.9682124314255183,-1.3916325208997549,-1.954267176849878,-1.3817724725280294
2024-10-23,-0.2283070731332298,-1.8961481326860938,-1.3406791684463395,-1.869581881286616,-1.3218953934759032
2024-10-24,0.3368360558854116,-1.84007854446151,-1.3010349404346937,-1.7993638122296252,-1.2722474251497815
2024-10-25,0.1058424588474972,-1.7763606479075975,-1.2559829452374434,-1.752214295436621,-1.2389101695435203
2024-10-28,0.3489114055908631,-1.7193962309272968,-1.2157060249527436,-1.6896392447855664,-1.1946662281413787
2024-10-29,-0.2745413383707324,-1.674239149636167,-1.1837775288868309,-1.6620719327867877,-1.175174649245342
2024-10-30,-1.1396954728938589,-1.662944982309824,-1.1757919424242766,-1.6273295713299922,-1.1506099227533377
2024-10-31,-0.9380600896745416,-2.0912412238244786,-1.4786205237066545,-1.8640153091818157,-1.317959526265999
2024-11-01,0.9257567996649416,-2.2812108056558382,-1.6129392810913812,-1.9633515414076261,-1.3881956090494847
2024-11-04,-0.5578828362529464,-2.168824873422816,-1.5334763553980233,-2.033598199260961,-1.4378637911991197
2024-11-05,0.5646280260603334,-2.1583097164548626,-1.5260415713445707,-1.988965231790357,-1.4063058719193564
2024-11-06,-1.1330879709182635,-2.0514970271968926,-1.450519229526776,-1.9533541958378313,-1.3811269456290818
2024-11-07,1.6833396523556934,-2.3603853384888414,-1.6689199531764831,-2.1058098296780208,-1.4889213151081577
2024-11-08,-0.7622985874587187,-2.276881870543538,-1.6098784900980136,-2.4733915571511162,-1.7488214548860466
2024-11-11,1.2058839371179442,-2.325790162146007,-1.6444592945116654,-2.4016422356871514,-1.6980908083829012
2024-11-12,-2.1567095169652863,-2.2200874620252367,-1.5697217749805858,-2.480643348343268,-1.753948863033989
2024-11-13,-0.1605355691903754,-3.2954464357222317,-2.3300586652187234,-2.991215514925434,-2.114950968262729
2024-11-14,1.3619838267079996,-3.0407156581923416,-2.1499502437776865,-2.7648730687734915,-1.9549146307740413
2024-11-15,-0.2749285462543421,-2.846978174686197,-2.01296737634952,-2.8273149309551715,-1.999064400732882
2024-11-18,-0.1126098751812839,-2.6663556737093606,-1.8852575101012106,-2.630679976821773,-1.8600328650365663
2024-11-19,-0.6738879931804185,-2.494676947188563,-1.7638713755771238,-2.449734276140115,-1.732094479136214
2024-11-20,-0.2917701737873559,-2.467645666570608,-1.7447587998262086,-2.3638030945123107,-1.6713364913279651
2024-11-21,0.741220206767716,-2.3382878617111085,-1.653295843287365,-2.227818002371324,-1.5751876846445905
2024-11-22,0.9172178140492234,-2.214257288385447,-1.5655995272444778,-2.1940289698860362,-1.5512970132386548
2024-11-25,0.4266161445903865,-2.1106824271828755,-1.4923665047842027,-2.2182935063040485,-1.5684533513679721
2024-11-26,-0.5644222777316544,-2.009516226786549,-1.4208365356408712,-2.121441471856161,-1.4999737306212602
2024-11-27,-0.1775544220401405,-2.028135345448949,-1.4340012584255557,-2.063951455460629,-1.4593251831546958
2024-11-28,0.8477235983316259,-1.944232249538375,-1.3746772367859006,-1.9609334374256653,-1.386485878897147
2024-11-29,1.0279606367893936,-1.8798478051196736,-1.3291539562382653,-2.006230173986142,-1.4185131187833073
2024-12-02,1.5529603860705077,-1.8345500588409698,-1.2971260024267683,-2.104086072065124,-1.487702525350531
2024-12-03,0.4161712702421514,-1.8357814409587454,-1.2979966561089575,-2.4075747321303886,-1.702285403868995
2024-12-04,1.0703036919732118,-1.7704604195527152,-1.251811165033087,-2.28030912645757,-1.6123017451853512
2024-12-05,0.6240829256862112,-1.7458813423230986,-1.2344324295570248,-2.337651793701667,-1.6528461088413728
2024-12-06,0.126688449017483,-1.700765834388203,-1.2025333280999535,-2.256507503068877,-1.5954727115764518
2024-12-09,-0.1897761254155277,-1.6556169366860218,-1.1706106182735425,-2.1214180136649348,-1.499957144412744
2024-12-10,-0.082609623542266,-1.6291527592541608,-1.1518990151127164,-2.0062419772542963,-1.4185214643315596
2024-12-11,0.3437414967694116,-1.5936579698957116,-1.1268022814446292,-1.901294438448943,-1.3443178846477648
2024-12-12,0.1328063375794452,-1.5639908911820788,-1.1058260540421418,-1.8353050385447334,-1.297659813864803
2024-12-13,-0.0996743565913166,-1.5346524379561133,-1.0850821826132946,-1.7568207562540823,-1.2421671862036512
2024-12-16,-0.452407376186927,-1.515215202125696,-1.0713390067923718,-1.6883819238479376,-1.1937772343122193
2024-12-17,-0.3325501460903198,-1.5886814533378,-1.123283615383888,-1.6783281608316685,-1.1866686807092293
2024-12-18,-0.0187647697739535,-1.601889486945302,-1.1326224087030747,-1.6458758724927982,-1.1637231596318736
2024-12-19,-1.356372249059556,-1.5630646164820174,-1.1051711277875818,-1.5901290940278392,-1.1243071755599494
2024-12-20,-0.4270999300260459,-2.2298168048597504,-1.5766009459884054,-1.969110870323857,-1.392267765738679
2024-12-23,-0.1811089428234346,-2.1628737883124076,-1.5292686167199943,-1.9043149040858118,-1.3464535170324674
2024-12-27,0.6805964840809604,-2.0552398509795737,-1.4531656081456752,-1.8172137705300924,-1.2848683100050018
2024-12-30,-0.3769027541394708,-1.9616243664853563,-1.3869744030695121,-1.8401065914042942,-1.301054771138467
2025-01-02,0.5785567675500403,-1.9228185529729915,-1.3595365964478636,-1.7877002529558395,-1.2640006586241346
2025-01-03,-0.5939305207377921,-1.8443003490024876,-1.3040199843264508,-1.7864683885194204,-1.2631296639166074
2025-01-06,1.5458524857375562,-1.9070062951409594,-1.348356475909772,-1.7905127454832217,-1.265989242784767
2025-01-07,0.6133687703335611,-1.8778357476098437,-1.3277313228782208,-2.197478383508133,-1.5537359350226554
2025-01-08,-0.052277975753828,-1.8074143342463056,-1.277939579141776,-2.133153634845319,-1.5082548625994716
2025-01-09,-0.0631772668967498,-1.739737870736042,-1.2300886632464039,-2.0092701222965412,-1.4206625264707398
2025-01-10,-0.5048408427120625,-1.6826884662419752,-1.1897516521980553,-1.9027119572468918,-1.3453201470187954
2025-01-13,-0.4061678376728855,-1.7391294782994595,-1.2296584969255844,-1.8626828069894112,-1.3170173752280763
2025-01-14,0.6854786413935826,-1.7488273507742484,-1.2365154166889047,-1.8132841273559406,-1.2820898399834908
2025-01-15,1.485360202466251,-1.701927613771727,-1.2033547688887671,-1.8373534162161955,-1.2991081275413032
2025-01-16,0.3915154157434498,-1.7101576642333267,-1.2091738591902712,-2.190098460137695,-1.5485179305023753
2025-01-17,1.193504411836379,-1.6614074859179404,-1.1747048494125931,-2.0887600389218863,-1.4768661919355095
2025-01-20,0.4149552040753221,-1.6583188614382167,-1.1725210250437381,-2.235558303801758,-1.5806604959225667
2025-01-21,0.24595116713366,-1.6185419305469366,-1.1443965859709724,-2.1311049532420445,-1.5068063340267601
2025-01-22,1.0037353920434156,-1.5816303285955873,-1.1182980892569765,-2.021172658349117,-1.4290782624896154
2025-01-23,0.7371734836838671,-1.58055344572567,-1.1175366748897828,-2.1084140271033878,-1.4907626233786067
2025-01-24,-0.0775565678680276,-1.5657303304671921,-1.107055931589222,-2.092902023226877,-1.4797947986081674
2025-01-27,-0.5283875312856885,-1.5387107830757547,-1.0879516518633374,-1.9779370906891853,-1.3985083803699576
2025-01-28,0.6948789475241127,-1.6378269563451637,-1.158032141076051,-1.9342886629409715,-1.3676465838632852
2025-01-29,0.9610396860473208,-1.6102907955497356,-1.1385625877637144,-1.9388792030140405,-1.3708923436970188
2025-01-30,0.4135621402423133,-1.6005383794539945,-1.1316671027136835,-2.028252252524357,-1.434083918043727
2025-01-31,0.0223269500516189,-1.5705003697843551,-1.1104286070859044,-1.9549693868850047,-1.3822689729594777
