alpha,violations,T,pi_hat,Kupiec_LR,Kupiec_p,Ind_LR,Ind_p,CC_LR,CC_p
0.01,9,614,0.014657980456026058,1.1766745752015595,0.2780340271610843,2.4890689388301155,0.11463952519736409,3.665743514031675,0.15995355981815784
0.05,24,614,0.03908794788273615,1.658642141634516,0.19778675892435704,1.00193010629647,0.316843928917508,2.660572247930986,0.26440159884197545
